Date,0,1,2,3,4,5,6,7,8,9
2013-09-28 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-09-29 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-09-30 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-01 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-02 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-03 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-04 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-05 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-06 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-07 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-08 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-09 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-10 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-11 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-12 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-13 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-14 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-15 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-16 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-17 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-18 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-19 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-20 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-21 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-22 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-23 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-24 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-25 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-26 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-27 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-28 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-29 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-30 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-10-31 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-01 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-02 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-03 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-04 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-05 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-06 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-07 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-08 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-09 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-10 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-11 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-12 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-13 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-14 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-15 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-16 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-17 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-18 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-19 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-20 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-21 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-22 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-23 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-24 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-25 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-26 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-27 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-28 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-29 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-11-30 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-01 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-02 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-03 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-04 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-05 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-06 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-07 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-08 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-09 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-10 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-11 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-12 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-13 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-14 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-15 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-16 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-17 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-18 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-19 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-20 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-21 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-22 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-23 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-24 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-25 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-26 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-27 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-28 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-29 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-30 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2013-12-31 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-01 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-02 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-03 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-04 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-05 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-06 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-07 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-08 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-09 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-10 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-11 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-12 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-13 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-14 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-15 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-16 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-17 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-18 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-19 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-20 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-21 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-22 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-23 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-24 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-25 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-26 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-27 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-28 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-29 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-30 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-01-31 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-01 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-02 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-03 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-04 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-05 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-06 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-07 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-08 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-09 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-10 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-11 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-12 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-13 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-14 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-15 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-16 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-17 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-18 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-19 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-20 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-21 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-22 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-23 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-24 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-25 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-26 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
2014-02-27 00:00:00.000,BTCAEUR,flare-networks,eos,PORTALUSDT,AEVOUSDT,STMXBUSD,EGLDBUSD,BLURUSDC,TKOUSDT,SNTUSDT
